sondeur,source,date début,date fin,échantillon,Anne Hidalgo,Arnaud Montebourg,Emmanuel Macron,Fabien Roussel,François Asselineau,Jean Lassalle,Jean-Luc Mélenchon,Marine Le Pen,Nathalie Arthaud,Nicolas Dupont-Aignan,Philippe Poutou,Valérie Pécresse,Yannick Jadot,Éric Zemmour
BVA,BVA pour RTL,2022-01-05,2022-01-06,1101,3.5,1.5,25,1.5,0.5,1.5,10,17,0.5,2,1,16,8,12
