sondeur,source,date début,date fin,échantillon,Anne Hidalgo,Arnaud Montebourg,Emmanuel Macron,Fabien Roussel,Florian Philippot,François Asselineau,Hélène Thouy,Jean Lassalle,Jean-Luc Mélenchon,Marine Le Pen,Nathalie Arthaud,Nicolas Dupont-Aignan,Philippe Poutou,Valérie Pécresse,Yannick Jadot,Éric Zemmour
Elabe,"Elabe pour BFM TV, L'Express, SFR",2021-12-17,2021-12-20,1081,3,2,26,1,1,0,0,1,11,16,1,2,1,17,5,13
