sondeur,source,date début,date fin,échantillon,Anne Hidalgo,Arnaud Montebourg,Emmanuel Macron,Fabien Roussel,Hélène Thouy,Jean Lassalle,Jean-Luc Mélenchon,Marine Le Pen,Nathalie Arthaud,Nicolas Dupont-Aignan,Philippe Poutou,Valérie Pécresse,Yannick Jadot,Éric Zemmour
Ifop,"Ifop pour Paris Match, LCI, Sud Radio",2022-01-06,2022-01-10,1373,4,0.5,27,2.5,0.5,1,9.5,17.5,0.5,2,1,15.5,6,12.5
