sondeur,source,date début,date fin,échantillon,Anne Hidalgo,Arnaud Montebourg,Christiane Taubira,Emmanuel Macron,Fabien Roussel,Hélène Thouy,Jean Lassalle,Jean-Luc Mélenchon,Marine Le Pen,Nathalie Arthaud,Nicolas Dupont-Aignan,Philippe Poutou,Valérie Pécresse,Yannick Jadot,Éric Zemmour
Ifop,"Ifop pour Paris Match, LCI, Sud Radio",2022-01-06,2022-01-10,1502,3.5,0.5,3.5,26,2,0.5,1,8.5,17,0.5,2,1,16,5.5,12.5
