sondeur,source,date début,date fin,échantillon,Christiane Taubira,Emmanuel Macron,Fabien Roussel,Florian Philippot,François Asselineau,Jean Lassalle,Jean-Luc Mélenchon,Marine Le Pen,Nathalie Arthaud,Nicolas Dupont-Aignan,Philippe Poutou,Valérie Pécresse,Éric Zemmour
Harris Interactive,Harris Interactive pour Challenges,2021-12-28,2021-12-31,2183,8,25,3,0,0,0,11,16,1,2,1,17,16
