sondeur,source,date début,date fin,échantillon,Anne Hidalgo,Arnaud Montebourg,Emmanuel Macron,Fabien Roussel,Florian Philippot,François Asselineau,Jean Lassalle,Jean-Luc Mélenchon,Marine Le Pen,Nathalie Arthaud,Nicolas Dupont-Aignan,Philippe Poutou,Valérie Pécresse,Yannick Jadot,Éric Zemmour
Harris Interactive,Harris Interactive pour Challenges,2021-12-28,2021-12-31,2183,4,1,24,3,0,0,0,10,16,0,2,1,16,7,16
